sample_index,label
img_0440.png,Luminal B
img_0441.png,HER2(+)
img_0442.png,HER2(+)
img_0443.png,Triple negative
img_0444.png,Luminal A
img_0445.png,Luminal B
img_0446.png,Luminal B
img_0447.png,Luminal B
img_0448.png,Luminal B
img_0449.png,HER2(+)
img_0450.png,Luminal B
img_0451.png,Luminal B
img_0452.png,Luminal A
img_0453.png,Luminal B
img_0454.png,HER2(+)
img_0455.png,Luminal B
img_0456.png,Luminal B
img_0457.png,Luminal B
img_0458.png,Luminal A
img_0459.png,HER2(+)
img_0460.png,Luminal B
img_0461.png,Luminal B
img_0462.png,Luminal A
img_0463.png,Luminal B
img_0464.png,Luminal B
img_0465.png,HER2(+)
img_0466.png,Luminal B
img_0467.png,Luminal B
img_0468.png,Luminal B
img_0469.png,Luminal B
img_0470.png,Luminal B
img_0471.png,Luminal B
img_0472.png,HER2(+)
img_0473.png,Luminal A
img_0474.png,Luminal A
img_0475.png,Luminal B
img_0476.png,Luminal B
img_0477.png,Luminal B
img_0478.png,Luminal B
img_0479.png,Luminal B
img_0480.png,Luminal B
img_0481.png,Luminal B
img_0482.png,Luminal B
img_0483.png,Luminal B
img_0484.png,Luminal A
img_0485.png,Luminal B
img_0486.png,Luminal B
img_0487.png,Luminal B
img_0488.png,Luminal B
img_0489.png,HER2(+)
img_0490.png,Luminal B
img_0491.png,Luminal A
img_0492.png,Luminal B
img_0493.png,Luminal B
img_0494.png,Luminal B
img_0495.png,HER2(+)
img_0496.png,HER2(+)
img_0497.png,Luminal B
img_0498.png,Luminal B
img_0499.png,HER2(+)
img_0500.png,Luminal B
img_0501.png,Luminal B
img_0502.png,Luminal B
img_0503.png,Luminal B
img_0504.png,HER2(+)
img_0505.png,Luminal B
img_0506.png,Luminal B
img_0507.png,Triple negative
img_0508.png,Luminal B
img_0509.png,Luminal A
img_0510.png,HER2(+)
img_0511.png,Luminal B
img_0512.png,Luminal B
img_0513.png,Luminal B
img_0514.png,Luminal B
img_0515.png,Luminal B
img_0516.png,Luminal B
img_0517.png,Luminal A
img_0518.png,HER2(+)
img_0519.png,Luminal B
img_0520.png,Luminal B
img_0521.png,Luminal A
img_0522.png,Luminal B
img_0523.png,HER2(+)
img_0524.png,Luminal B
img_0525.png,Luminal B
img_0526.png,Luminal A
img_0527.png,HER2(+)
img_0528.png,Luminal B
img_0529.png,HER2(+)
img_0530.png,Luminal B
img_0531.png,HER2(+)
img_0532.png,Luminal B
img_0533.png,Luminal B
img_0534.png,HER2(+)
img_0535.png,Luminal A
img_0536.png,Luminal B
img_0537.png,Luminal A
img_0538.png,HER2(+)
img_0539.png,Luminal B
img_0540.png,Luminal B
img_0541.png,HER2(+)
img_0542.png,Luminal B
img_0543.png,HER2(+)
img_0544.png,Luminal A
img_0545.png,Luminal A
img_0546.png,HER2(+)
img_0547.png,HER2(+)
img_0548.png,Luminal B
img_0549.png,Luminal A
img_0550.png,Luminal B
img_0551.png,Luminal B
img_0552.png,Triple negative
img_0553.png,HER2(+)
img_0554.png,Luminal B
img_0555.png,Luminal B
img_0556.png,HER2(+)
img_0557.png,Luminal B
img_0558.png,Luminal B
img_0559.png,Luminal B
img_0560.png,HER2(+)
img_0561.png,Luminal B
img_0562.png,Luminal B
img_0563.png,HER2(+)
img_0564.png,Luminal B
img_0565.png,HER2(+)
img_0566.png,HER2(+)
img_0567.png,HER2(+)
img_0568.png,Luminal B
img_0569.png,Luminal B
img_0570.png,Luminal B
img_0571.png,Luminal B
img_0572.png,Luminal B
img_0573.png,Luminal B
img_0574.png,HER2(+)
img_0575.png,Luminal B
img_0576.png,Luminal B
img_0577.png,Luminal B
img_0578.png,Luminal B
img_0579.png,Luminal B
img_0580.png,Luminal B
img_0581.png,HER2(+)
img_0582.png,Luminal B
img_0583.png,Luminal B
img_0584.png,HER2(+)
img_0585.png,Luminal B
img_0586.png,Luminal B
img_0587.png,Luminal B
img_0588.png,Luminal B
img_0589.png,Luminal A
img_0590.png,Luminal B
img_0591.png,Luminal B
img_0592.png,Triple negative
img_0593.png,Luminal B
img_0594.png,Luminal B
img_0595.png,Luminal A
img_0596.png,Luminal B
img_0597.png,HER2(+)
img_0598.png,Luminal B
img_0599.png,Luminal B
img_0600.png,Luminal A
img_0601.png,Luminal B
img_0602.png,Luminal B
img_0603.png,Luminal B
img_0604.png,Luminal B
img_0605.png,Luminal B
img_0606.png,Luminal B
img_0607.png,Luminal B
img_0608.png,Luminal B
img_0609.png,HER2(+)
img_0610.png,Luminal B
img_0611.png,HER2(+)
img_0612.png,Luminal B
img_0613.png,Luminal B
img_0614.png,Luminal B
img_0615.png,Luminal B
img_0616.png,Luminal B
img_0617.png,Luminal B
img_0618.png,Luminal A
img_0619.png,Luminal B
img_0620.png,HER2(+)
img_0621.png,Luminal A
img_0622.png,Luminal A
img_0623.png,Luminal B
img_0624.png,HER2(+)
img_0625.png,Luminal B
img_0626.png,Triple negative
img_0627.png,Luminal B
img_0628.png,Luminal A
img_0629.png,Luminal A
img_0630.png,HER2(+)
img_0631.png,Luminal B
img_0632.png,Luminal A
img_0633.png,HER2(+)
img_0634.png,Luminal B
img_0635.png,Luminal B
img_0636.png,HER2(+)
img_0637.png,Luminal B
img_0638.png,HER2(+)
img_0639.png,Luminal B
img_0640.png,Luminal B
img_0641.png,Luminal B
img_0642.png,Luminal B
img_0643.png,Luminal B
img_0644.png,Luminal B
img_0645.png,Luminal A
img_0646.png,Luminal B
img_0647.png,HER2(+)
img_0648.png,Luminal B
img_0649.png,Luminal A
img_0650.png,Luminal A
img_0651.png,HER2(+)
img_0652.png,HER2(+)
img_0653.png,Luminal B
img_0654.png,Luminal A
img_0655.png,HER2(+)
img_0656.png,Luminal B
img_0657.png,Luminal B
img_0658.png,HER2(+)
img_0659.png,Luminal B
img_0660.png,Luminal B
img_0661.png,Luminal A
img_0662.png,Luminal B
img_0663.png,Luminal B
img_0664.png,Luminal B
img_0665.png,Luminal B
img_0666.png,Luminal B
img_0667.png,Luminal B
img_0668.png,Luminal B
img_0669.png,Luminal B
img_0670.png,Luminal B
img_0671.png,HER2(+)
img_0672.png,Luminal B
img_0673.png,Luminal B
img_0674.png,Luminal B
img_0675.png,Luminal B
img_0676.png,Luminal A
img_0677.png,Luminal B
img_0678.png,Luminal B
img_0679.png,Luminal B
img_0680.png,HER2(+)
img_0681.png,HER2(+)
img_0682.png,Luminal B
img_0683.png,Luminal A
img_0684.png,Luminal B
img_0685.png,Luminal B
img_0686.png,HER2(+)
img_0687.png,HER2(+)
img_0688.png,Luminal B
img_0689.png,HER2(+)
img_0690.png,HER2(+)
img_0691.png,HER2(+)
img_0692.png,Luminal B
img_0693.png,Luminal B
img_0694.png,Luminal B
img_0695.png,Luminal B
img_0696.png,Luminal B
img_0697.png,Luminal B
img_0698.png,HER2(+)
img_0699.png,Luminal B
img_0700.png,Luminal A
img_0701.png,Luminal B
img_0702.png,HER2(+)
img_0703.png,Luminal B
img_0704.png,HER2(+)
img_0705.png,Luminal B
img_0706.png,Luminal B
img_0707.png,Luminal B
img_0708.png,Luminal B
img_0709.png,HER2(+)
img_0710.png,Luminal B
img_0711.png,Luminal B
img_0712.png,Luminal B
img_0713.png,Luminal B
img_0714.png,Luminal B
img_0715.png,Luminal B
img_0716.png,HER2(+)
img_0717.png,Luminal B
img_0718.png,HER2(+)
img_0719.png,HER2(+)
img_0720.png,HER2(+)
img_0721.png,Luminal A
img_0722.png,HER2(+)
img_0723.png,Luminal B
img_0724.png,Luminal A
img_0725.png,Luminal B
img_0726.png,Triple negative
img_0727.png,HER2(+)
img_0728.png,Luminal B
img_0729.png,Luminal B
img_0730.png,Luminal B
img_0731.png,Luminal B
img_0732.png,Luminal B
img_0733.png,Luminal B
img_0734.png,Luminal B
img_0735.png,Luminal A
img_0736.png,Luminal B
img_0737.png,Luminal B
img_0738.png,Luminal A
img_0739.png,HER2(+)
img_0740.png,Luminal A
img_0741.png,Luminal B
img_0742.png,Luminal B
img_0743.png,Luminal B
img_0744.png,Luminal B
img_0745.png,Luminal B
img_0746.png,Luminal B
img_0747.png,Luminal B
img_0748.png,Luminal A
img_0749.png,HER2(+)
img_0750.png,Luminal B
img_0751.png,Luminal B
img_0752.png,Luminal B
img_0753.png,Luminal B
img_0754.png,HER2(+)
img_0755.png,Luminal B
img_0756.png,Luminal B
img_0757.png,HER2(+)
img_0758.png,HER2(+)
img_0759.png,Luminal B
img_0760.png,HER2(+)
img_0761.png,Luminal B
img_0762.png,HER2(+)
img_0763.png,HER2(+)
img_0764.png,Luminal B
img_0765.png,Luminal B
img_0766.png,HER2(+)
img_0767.png,Luminal B
img_0768.png,Luminal A
img_0769.png,Luminal B
img_0770.png,HER2(+)
img_0771.png,HER2(+)
img_0772.png,Luminal B
img_0773.png,HER2(+)
img_0774.png,Luminal B
img_0775.png,Luminal B
img_0776.png,Luminal B
img_0777.png,Luminal B
img_0778.png,Luminal B
img_0779.png,Luminal A
img_0780.png,Luminal B
img_0781.png,Luminal A
img_0782.png,Luminal B
img_0783.png,Luminal B
img_0784.png,Luminal B
img_0785.png,Luminal B
img_0786.png,Luminal B
img_0787.png,Luminal B
img_0788.png,HER2(+)
img_0789.png,Luminal B
img_0790.png,HER2(+)
img_0791.png,Luminal B
img_0792.png,Luminal B
img_0793.png,Luminal B
img_0794.png,Luminal B
img_0795.png,Luminal B
img_0796.png,Luminal B
img_0797.png,Luminal B
img_0798.png,Luminal B
img_0799.png,Luminal B
img_0800.png,HER2(+)
img_0801.png,Luminal B
img_0802.png,HER2(+)
img_0803.png,Luminal B
img_0804.png,Luminal B
img_0805.png,Luminal B
img_0806.png,Luminal B
img_0807.png,Luminal A
img_0808.png,Luminal B
img_0809.png,HER2(+)
img_0810.png,Luminal B
img_0811.png,Luminal B
img_0812.png,Luminal B
img_0813.png,HER2(+)
img_0814.png,Luminal B
img_0815.png,Luminal B
img_0816.png,Luminal B
img_0817.png,Luminal A
img_0818.png,Luminal B
img_0819.png,Luminal B
img_0820.png,Luminal B
img_0821.png,Luminal B
img_0822.png,Luminal B
img_0823.png,HER2(+)
img_0824.png,Luminal B
img_0825.png,Luminal A
img_0826.png,HER2(+)
img_0827.png,Luminal B
img_0828.png,Luminal B
img_0829.png,Luminal A
img_0830.png,Luminal B
img_0831.png,Luminal B
img_0832.png,HER2(+)
img_0833.png,Luminal B
img_0834.png,Luminal B
img_0835.png,Luminal B
img_0836.png,Luminal B
img_0837.png,Luminal B
img_0838.png,Luminal B
img_0839.png,Luminal B
img_0840.png,Luminal A
img_0841.png,HER2(+)
img_0842.png,Luminal B
img_0843.png,Luminal B
img_0844.png,Luminal B
img_0845.png,Luminal A
img_0846.png,HER2(+)
img_0847.png,Luminal B
img_0848.png,Luminal B
img_0849.png,Luminal B
img_0850.png,HER2(+)
img_0851.png,Luminal B
img_0852.png,Luminal B
img_0853.png,Luminal A
img_0854.png,Luminal B
img_0855.png,Luminal B
img_0856.png,Luminal A
img_0857.png,HER2(+)
img_0858.png,Luminal B
img_0859.png,HER2(+)
img_0860.png,Luminal B
img_0861.png,Luminal B
img_0862.png,Luminal B
img_0863.png,Luminal B
img_0864.png,Luminal B
img_0865.png,HER2(+)
img_0866.png,Luminal B
img_0867.png,Luminal B
img_0868.png,Luminal B
img_0869.png,Luminal B
img_0870.png,HER2(+)
img_0871.png,HER2(+)
img_0872.png,Luminal B
img_0873.png,Luminal B
img_0874.png,Luminal B
img_0875.png,Luminal B
img_0876.png,Luminal B
img_0877.png,HER2(+)
img_0878.png,Luminal B
img_0879.png,Luminal B
img_0880.png,HER2(+)
img_0881.png,Luminal B
img_0882.png,Luminal B
img_0883.png,HER2(+)
img_0884.png,Luminal B
img_0885.png,HER2(+)
img_0886.png,Luminal B
img_0887.png,Luminal B
img_0888.png,HER2(+)
img_0889.png,Luminal A
img_0890.png,HER2(+)
img_0891.png,Luminal B
img_0892.png,Luminal B
img_0893.png,Luminal B
img_0894.png,HER2(+)
img_0895.png,Luminal A
img_0896.png,HER2(+)
img_0897.png,Luminal B
img_0898.png,Luminal B
img_0899.png,Luminal B
img_0900.png,HER2(+)
img_0901.png,Luminal A
img_0902.png,HER2(+)
img_0903.png,Triple negative
img_0904.png,Luminal A
img_0905.png,HER2(+)
img_0906.png,Luminal B
img_0907.png,Luminal B
img_0908.png,Luminal B
img_0909.png,HER2(+)
img_0910.png,Luminal B
img_0911.png,Luminal B
img_0912.png,HER2(+)
img_0913.png,Luminal A
img_0914.png,Luminal B
img_0915.png,Luminal A
img_0916.png,Luminal B
img_0917.png,Luminal B
img_0918.png,HER2(+)
img_0919.png,Luminal B
img_0920.png,Luminal B
img_0921.png,Luminal B
img_0922.png,Luminal B
img_0923.png,Luminal B
img_0924.png,Luminal A
img_0925.png,Luminal B
img_0926.png,Luminal B
img_0927.png,Luminal B
img_0928.png,Luminal B
img_0929.png,Luminal B
img_0930.png,HER2(+)
img_0931.png,Luminal B
img_0932.png,Luminal B
img_0933.png,HER2(+)
img_0934.png,Luminal A
img_0935.png,Luminal A
img_0936.png,Luminal B
img_0937.png,Luminal B
img_0938.png,Luminal B
img_0939.png,HER2(+)
img_0940.png,Luminal B
img_0941.png,Luminal A
img_0942.png,Luminal A
img_0943.png,Luminal A
img_0944.png,Triple negative
img_0945.png,Luminal A
img_0946.png,HER2(+)
img_0947.png,Triple negative
img_0948.png,Luminal B
img_0949.png,Luminal B
img_0950.png,HER2(+)
img_0951.png,HER2(+)
img_0952.png,HER2(+)
img_0953.png,Luminal B
